subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 AudioTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
bfe_341	 1	 14	 2103.jpg	 8.917782e+02	 22	 1.023626e+03	 2200	 7.833946e+02	 98	 8.927959e+02	 783.33	 733.33	 50.00	 3	 0.68	 
bfe_341	 1	 14	 2212.jpg	 8.937635e+02	 24	 999000	 240	 999000	 999	 8.947814e+02	 783.33	 733.33	 59.00	 33	 0.54	 
bfe_341	 1	 14	 2206.jpg	 8.977682e+02	 24	 999000	 240	 999000	 999	 8.987860e+02	 783.33	 733.33	 44.00	 27	 0.81	 
bfe_341	 1	 14	 2114.jpg	 9.007716e+02	 24	 999000	 240	 999000	 999	 9.017894e+02	 783.33	 733.33	 57.00	 14	 0.58	 
bfe_341	 1	 14	 1218.jpg	 9.027738e+02	 12	 999000	 120	 999000	 999	 9.037916e+02	 783.33	 733.33	 14.00	 39	 0.61	 
bfe_341	 1	 14	 2110.jpg	 9.057772e+02	 24	 999000	 240	 999000	 999	 9.067950e+02	 783.33	 733.33	 77.00	 10	 0.24	 
bfe_341	 1	 14	 1112.jpg	 9.097650e+02	 12	 999000	 120	 999000	 999	 9.107827e+02	 783.33	 733.33	 19.00	 12	 0.46	 
bfe_341	 1	 14	 2107.jpg	 9.137695e+02	 24	 999000	 240	 999000	 999	 9.147873e+02	 783.33	 733.33	 78.00	 7	 0.16	 
bfe_341	 1	 14	 1214.jpg	 9.157717e+02	 11	 1.142099e+03	 1100	 7.833943e+02	 98	 9.167895e+02	 733.33	 733.33	 10.00	 35	 0.66	 
bfe_341	 1	 14	 2211.jpg	 9.207773e+02	 24	 999000	 240	 999000	 999	 9.217952e+02	 733.33	 733.33	 48.00	 32	 0.72	 
bfe_341	 1	 14	 2213.jpg	 9.227796e+02	 24	 999000	 240	 999000	 999	 9.237973e+02	 733.33	 733.33	 60.00	 34	 0.54	 
bfe_341	 1	 14	 1121.jpg	 9.247652e+02	 12	 999000	 120	 999000	 999	 9.257829e+02	 733.33	 733.33	 16.00	 21	 0.57	 
bfe_341	 1	 14	 1217.jpg	 9.307719e+02	 11	 9.259015e+02	 110	 7.333834e+02	 98	 9.317896e+02	 750.00	 733.33	 18.00	 38	 0.50	 
bfe_341	 1	 14	 2210.jpg	 9.327742e+02	 22	 9.076821e+02	 220	 7.334001e+02	 98	 9.337919e+02	 750.00	 750.00	 55.00	 31	 0.58	 
bfe_341	 1	 14	 1104.jpg	 9.347764e+02	 12	 999000	 120	 999000	 999	 9.357941e+02	 750.00	 750.00	 20.00	 4	 0.46	 
bfe_341	 1	 14	 1204.jpg	 9.367786e+02	 12	 999000	 120	 999000	 999	 9.377964e+02	 750.00	 750.00	 8.00	 25	 0.74	 
bfe_341	 1	 14	 1210.jpg	 9.407664e+02	 12	 999000	 120	 999000	 999	 9.417842e+02	 750.00	 750.00	 11.00	 31	 0.65	 
bfe_341	 1	 14	 2111.jpg	 9.447709e+02	 22	 9.589439e+02	 220	 7.500379e+02	 98	 9.457887e+02	 750.00	 766.67	 52.00	 11	 0.64	 
bfe_341	 1	 14	 1119.jpg	 9.477743e+02	 12	 999000	 120	 999000	 999	 9.487921e+02	 750.00	 766.67	 38.00	 19	 0.15	 
bfe_341	 1	 14	 2209.jpg	 9.517788e+02	 24	 999000	 240	 999000	 999	 9.527966e+02	 750.00	 766.67	 51.00	 30	 0.66	 
bfe_341	 1	 14	 2214.jpg	 9.547655e+02	 22	 9.803186e+02	 220	 7.667154e+02	 98	 9.557832e+02	 750.00	 783.33	 47.00	 35	 0.73	 
bfe_341	 1	 14	 1113.jpg	 9.567677e+02	 12	 999000	 120	 999000	 999	 9.577855e+02	 750.00	 783.33	 37.00	 13	 0.21	 
bfe_341	 1	 14	 1110.jpg	 9.607721e+02	 12	 999000	 120	 999000	 999	 9.617899e+02	 750.00	 783.33	 21.00	 10	 0.46	 
bfe_341	 1	 14	 1211.jpg	 9.627744e+02	 11	 9.954529e+02	 110	 7.500529e+02	 98	 9.637928e+02	 766.67	 783.33	 7.00	 32	 0.77	 
bfe_341	 1	 14	 1208.jpg	 9.647767e+02	 12	 999000	 120	 999000	 999	 9.657944e+02	 766.67	 783.33	 22.00	 29	 0.42	 
bfe_341	 1	 14	 1201.jpg	 9.687811e+02	 12	 999000	 120	 999000	 999	 9.697989e+02	 766.67	 783.33	 3.00	 22	 0.84	 
bfe_341	 1	 14	 1209.jpg	 9.707667e+02	 12	 999000	 120	 999000	 999	 9.717844e+02	 766.67	 783.33	 4.00	 30	 0.80	 
bfe_341	 1	 14	 2218.jpg	 9.747712e+02	 22	 1.006669e+03	 2200	 7.833863e+02	 98	 9.757909e+02	 766.67	 733.33	 58.00	 39	 0.57	 
bfe_341	 1	 14	 1202.jpg	 9.787757e+02	 11	 1.018172e+03	 1100	 7.667075e+02	 98	 9.797934e+02	 716.67	 733.33	 13.00	 23	 0.63	 
bfe_341	 1	 14	 2215.jpg	 9.817790e+02	 22	 9.188278e+02	 220	 7.333821e+02	 98	 9.827968e+02	 716.67	 750.00	 53.00	 36	 0.62	 
bfe_341	 1	 14	 2216.jpg	 9.877691e+02	 24	 999000	 240	 999000	 999	 9.887869e+02	 716.67	 750.00	 43.00	 37	 0.84	 
bfe_341	 1	 14	 1207.jpg	 9.897713e+02	 12	 999000	 120	 999000	 999	 9.907891e+02	 716.67	 750.00	 9.00	 28	 0.71	 
bfe_341	 1	 14	 2121.jpg	 9.937758e+02	 24	 999000	 240	 999000	 999	 9.947936e+02	 716.67	 750.00	 54.00	 21	 0.60	 
bfe_341	 1	 14	 2109.jpg	 9.957781e+02	 24	 999000	 240	 999000	 999	 9.967958e+02	 716.67	 750.00	 62.00	 9	 0.53	 
bfe_341	 1	 14	 2204.jpg	 9.977803e+02	 24	 999000	 240	 999000	 999	 9.987981e+02	 716.67	 750.00	 61.00	 25	 0.53	 
bfe_341	 1	 14	 2219.jpg	 9.997660e+02	 24	 999000	 240	 999000	 999	 1.000784e+03	 716.67	 750.00	 49.00	 40	 0.71	 
bfe_341	 1	 14	 1215.jpg	 1.004772e+03	 12	 999000	 120	 999000	 999	 1.005789e+03	 716.67	 750.00	 17.00	 36	 0.55	 
bfe_341	 1	 14	 1103.jpg	 1.006774e+03	 11	 9.320843e+02	 110	 7.167039e+02	 98	 1.007792e+03	 733.33	 750.00	 15.00	 3	 0.61	 
bfe_341	 1	 14	 1219.jpg	 1.008776e+03	 11	 9.379328e+02	 110	 7.333868e+02	 98	 1.009794e+03	 750.00	 750.00	 12.00	 40	 0.64	 
bfe_341	 1	 14	 2104.jpg	 1.011779e+03	 24	 999000	 240	 999000	 999	 1.012797e+03	 750.00	 750.00	 56.00	 4	 0.58	 
